8160060,8160060
8167492,8165635,8164868,8163461,8163207,8164105,8165771,8161547,8161806,8164630,8167062,8166680,8162968,8166298,8161433,8160666,8163225,8163097,8162220,8161453,8162860,8162167,8162993,8161587,8166391,8164918,8166519,8162742,8164154,8163131,8160060,8164541,8163648,8167492,8162628,8163399,8161735,8164809,8161737,8164687,8163535,8166994,8159571,8164820,8162899,8163544,8161626,8162907,8165596,8164186,8165087,8163814,8163690,8159725,8164850,8163314,8165492,8164982,8164983,8163065
8167764,8165635,8164868,8163461,8163207,8164105,8165771,8161547,8161806,8164630,8167062,8166680,8162968,8166298,8161433,8160666,8163225,8163097,8162220,8161453,8162860,8162167,8162993,8161587,8166391,8164918,8166519,8162742,8164154,8163131,8160060,8164541,8163648,8167492,8162628,8163399,8161735,8164809,8161737,8164687,8163535,8166994,8159571,8167764,8164820,8162899,8163544,8161626,8162907,8165596,8164186,8165087,8163814,8163690,8159725,8164850,8163314,8165492,8164982,8164983,8167670,8163065
8167886,8167886
8167925,8167925
8167972,8167972
8168110,8168110
8168156,8168156,8167925,8167886
8168304,8165635,8164868,8163461,8163207,8164105,8165771,8161547,8161806,8164630,8167062,8166680,8162968,8166298,8161433,8160666,8163225,8163097,8167972,8162220,8161453,8162860,8162167,8162993,8161587,8166391,8164918,8166519,8162742,8164154,8163131,8160060,8164541,8163648,8167492,8162628,8168006,8163399,8161735,8164809,8161737,8164687,8163535,8166994,8159571,8167764,8164820,8162899,8163544,8161626,8162907,8165596,8164186,8165087,8168031,8163814,8163690,8159725,8168304,8164850,8163314,8165492,8164982,8164983,8167670,8163065
8168482,8168481,8168482,8168486,8168110,8168563,8168468
8168547,8164867,8166534,8164871,8164877,8165906,8164255,8164512,8164387,8164522,8165419,8164913,8166847,8200001,8200004,8164421,8200005,8164808,8166473,8164302,8164056,8166873,8167002,8168547,8164968,8164719,8164853,8164602
8168557,8166119,8168557,8166484,8165974,8166394
8168776,8168776,8168008,8167886,8167925,8168156
8168788,8166500,8167845,8168072,8167019,8167822,8167918,8167152,8166992,8167538,8167955,8168788,8166512,8167963,8167996,8168062,8167839
8168848,8166119,8168557,8168848,8166484,8165974,8166394
8169000,8166500,8167845,8169000,8168072,8167019,8167822,8167918,8167152,8166992,8167538,8167955,8168788,8166512,8167963,8167996,8168062,8167839
8169081,8166119,8168557,8168848,8166484,8165974,8169081,8166394
8169345,8164867,8164868,8164871,8164877,8161806,8165906,8164387,8167972,8165419,8162860,8164913,8164918,8167492,8164421,8168006,8163399,8166473,8166994,8162899,8167002,8162907,8168031,8168547,8168551,8164968,8165492,8164982,8164983,8166519,8163461,8166534,8167062,8162968,8161433,8164512,8168618,8164522,8161453,8168624,8162993,8164541,8163535,8164056,8163544,8165596,8165087,8167670,8163065,8164602,8165635,8164105,8161547,8164630,8166680,8163097,8168236,8161587,8164154,8163131,8160060,8163648,8200001,8200004,8200005,8162628,8164687,8159571,8167764,8161626,8164186,8163690,8164719,8168304,8162167,8169345,8163207,8165771,8163225,8166298,8160666,8164255,8162220,8162742,8166847,8161735,8164808,8164809,8161737,8164302,8164820,8166873,8163814,8159725,8164850,8163314,8164853,8166391
8169409,8169409,8168776,8168008,8169097,8167886,8167925,8168156
8169522,8169522,8169164,8168829
8169544,8168481,8168482,8168324,8168486,8169544,8168110,8168563,8168468
8169555,8168072,8167822,8168848,8167955,8167963,8167839,8167845,8169000,8167996,8166992,8169555,8168788,8166484,8165974,8166500,8166119,8167019,8168557,8167918,8167152,8166512,8167538,8169081,8166394,8168062
8169768,8169768,8169744,8169875
8169831,8168072,8167822,8168848,8167955,8167963,8167839,8167845,8169000,8167996,8166992,8169555,8168788,8166484,8165974,8169430,8166500,8169831,8166119,8167019,8168557,8167918,8167152,8166512,8167538,8169081,8166394,8168062
8169865,8168481,8168482,8168324,8168486,8169768,8169865,8169544,8169164,8168110,8169744,8169522,8169875,8168563,8168468,8168829,8169695
8169920,8169920
8169946,8169705,8169946,8169934
8170048,8170048,8169409,8169480,8168008,8168776,8169097,8167886,8167925,8168156
8170079,8168324,8169865,8169744,8169875,8168468,8170137,8170145,8168482,8168481,8168486,8169768,8168110,8169522,8170549,8170562,8170307,8169544,8171337,8169164,8170321,8170323,8171352,8170203,8169695,8170079,8170597,8169958,8170610,8168563,8170738,8170616,8168829
8170145,8168324,8169865,8169744,8169875,8168468,8170145,8168482,8168481,8168486,8169768,8168110,8169522,8170549,8170562,8170307,8169544,8171337,8169164,8170321,8170323,8171352,8170203,8169695,8170597,8169958,8170610,8168563,8170738,8170616,8168829
8170316,8172563,8168468,8170516,8172564,8170518,8172060,8168481,8168482,8171554,8168486,8172587,8172080,8169522,8170549,8172605,8170562,8169544,8170570,8170579,8170079,8170597,8172649,8170610,8168563,8170616,8172683,8172684,8170137,8171166,8171168,8170145,8171684,8168110,8171186,8169164,8171223,8172247,8171738,8170203,8169695,8171237,8169705,8170738,8172798,8169744,8169768,8172844,8172845,8170307,8172356,8171337,8172874,8170316,8171340,8170321,8170323,8173399,8171352,8173400,8172404,8172408,8168829,8172415,8172931,8170372,8168324,8172422,8169865,8169875,8173460,8173462,8172971,8172973,8172977,8169934,8173011,8169946,8172000,8171489,8172001,8173024,8172003,8169958,8171496,8172011,8172020,8172021,8170495
8170321,8168324,8169865,8169744,8169875,8168468,8168481,8168482,8168486,8169768,8168110,8169522,8170549,8170562,8170307,8169544,8171337,8169164,8170321,8170323,8171352,8169695,8170597,8169958,8170610,8168563,8170738,8170616,8168829
8170323,8170323
8170372,8170372,8168324,8169865,8169744,8169875,8168468,8170137,8170145,8168482,8168481,8168486,8169768,8168110,8169522,8170549,8170562,8170307,8169544,8171337,8169164,8169934,8170321,8170323,8171352,8169946,8170203,8169695,8170079,8170597,8169958,8169705,8170610,8168563,8170738,8170616,8168829
8170426,8169920,8170048,8169409,8169480,8168776,8168008,8169097,8167886,8167925,8170426,8168156
8170495,8172931,8172422,8172683,8172684,8172563,8170516,8172564,8173460,8172415,8173462,8170518,8172060,8171166,8171168,8171554,8171684,8172971,8172844,8172845,8172973,8172587,8172080,8172977,8171186,8172605,8172356,8170570,8172874,8171340,8170579,8173011,8171223,8172247,8173400,8171738,8173399,8172000,8171489,8172001,8173024,8172003,8171237,8171496,8172649,8172011,8172404,8172020,8172021,8172408,8172798,8170495
8170522,8172563,8168468,8170516,8172564,8170518,8167955,8170522,8167963,8172060,8168481,8168482,8171554,8168486,8169000,8172587,8172080,8169522,8170549,8167996,8172605,8170562,8169544,8170570,8166992,8170579,8169555,8166484,8165974,8170079,8166500,8170597,8172649,8167019,8168557,8166512,8170610,8168563,8167538,8170616,8169081,8168062,8168072,8172683,8172684,8170137,8171166,8171168,8170145,8171684,8168110,8171186,8169164,8171223,8172247,8171738,8170203,8169695,8171237,8166119,8169705,8167152,8170738,8172798,8169744,8170268,8169768,8172844,8172845,8170307,8172356,8171337,8172874,8170316,8171340,8170321,8170323,8168788,8173399,8171352,8173400,8169831,8172404,8172408,8168829,8172415,8172931,8170372,8170373,8168324,8172422,8169865,8167822,8168848,8169875,8173460,8173462,8167839,8167845,8172971,8172973,8172977,8169934,8173011,8169430,8169946,8172000,8171489,8172001,8173024,8172003,8169958,8171496,8172011,8167918,8172020,8172021,8166394,8170495
8170570,8171168,8171489,8171496,8170570,8171340,8171738
8170579,8172931,8172422,8172683,8172684,8172563,8172564,8173460,8173462,8172060,8171166,8171554,8171684,8172971,8172844,8172845,8172973,8172587,8172080,8172977,8171186,8172605,8172356,8172874,8170579,8173011,8171223,8172247,8173400,8173399,8172000,8172001,8173024,8172003,8171237,8172649,8172011,8172404,8172020,8172021,8172408,8172798,8172415
8170597,8170562,8170597,8169958,8170738,8170323
8170610,8168324,8169865,8169744,8169875,8168468,8168481,8168482,8168486,8169768,8168110,8169522,8170549,8170562,8170307,8169544,8169164,8170323,8169695,8170597,8169958,8170610,8168563,8170738,8168829
8170616,8170616,8171337,8171352
8170945,8169480,8172563,8168468,8170516,8172564,8170518,8167955,8170522,8167963,8172060,8168481,8168482,8171554,8168486,8169000,8172587,8172080,8169522,8170549,8167996,8172605,8170048,8170562,8168008,8169544,8170570,8166992,8170579,8169555,8166484,8165974,8170079,8166500,8170597,8172649,8167019,8168557,8166512,8170610,8168563,8167538,8170616,8169081,8168062,8168072,8169097,8172683,8172684,8170137,8171166,8171168,8170145,8171684,8168110,8171186,8169164,8171223,8172247,8171738,8170203,8168156,8169695,8171237,8166119,8169705,8167152,8170738,8172798,8169744,8170268,8169768,8172844,8172845,8170307,8172356,8168776,8171337,8172874,8170316,8171340,8170321,8170323,8168788,8173399,8171352,8173400,8169831,8172404,8172408,8168829,8172415,8172931,8170372,8170373,8168324,8172422,8169865,8167822,8168848,8169875,8173460,8173462,8167839,8167845,8172971,8172973,8172977,8170426,8169920,8170945,8169409,8167886,8169934,8173011,8169430,8169946,8172000,8171489,8172001,8173024,8172003,8169958,8171496,8172011,8167918,8172020,8167925,8172021,8166394,8170495
8171340,8171340
8171496,8171496,8171738,8171340,8171168
8171554,8172931,8172422,8172060,8171554,8172971,8172844,8172845,8172973,8172080,8172977,8172356,8172874,8173011,8172000,8172001,8173024,8172404,8172798,8172415
8171738,8171168,8171738,8171340
8172001,8173024,8172001,8172931,8172356,8172422,8172874,8172971,8172844,8172845,8172973,8172080,8172977,8173011,8172404,8172060,8172798,8172415
8172021,8172649,8172587,8172683,8172684,8173399,8172563,8172564,8172021,8173460,8172247,8172408,8173462,8173400,8172605
8172415,8173024,8172931,8172874,8172971,8172844,8172845,8172973,8172977,8173011,8172798,8172415
8172683,8172683,8173460,8173462
8172798,8172798
8172845,8172931,8172971,8172845,8172973,8172977
8172874,8173024,8172874,8173011
8173460,8173460
8173462,8173462
